010000200277,SEQUOYAH SCH - CHALKVILLE CAMPUS,P O BOX 9486,BIRMINGHAM,AL,35220,0486,0,(205) 680-8574,41,4,3,07,12,1
010000201402,EUFAULA SCH - EUFAULA CAMPUS,315 OUTBACK ROAD,CLAYTON,AL,36016,,0,(334) 687-4441,42,4,4,03,12,1
010000201667,CAMPS,P O BOX 66,MT MEIGS,AL,36057,,0,(334) 215-3850,41,4,3,07,12,1
010000201670,DET CTR,P O BOX 66,MT MEIGS,AL,36057,,0,(334) 215-3850,41,4,3,07,12,1
010000201705,WALLACE SCH - MT MEIGS CAMPUS,P O BOX 66,MOUNT MEIGS,AL,36057,0066,0,(334) 215-6039,41,4,3,07,12,1
010000201706,MCNEEL SCH - VACCA CAMPUS,8950 ROEBUCK BLVD,BIRMINGHAM,AL,35206,1524,0,(205) 838-4981,12,4,3,07,12,1
010000201876,ALABAMA YOUTH SERVICES,1299 HILLSBORO PARKWAY,HELENA,AL,35080,,-2,(205) 682-5300,21,1,N,N,N,1
010000500870,ALA AVENUE MIDDLE SCH,600 E ALABAMA AVE,ALBERTVILLE,AL,35950,2336,528,(256) 878-2341,32,1,2,07,08,1
010000500871,ALBERTVILLE HIGH SCH,402 E MCCORD AVE,ALBERTVILLE,AL,35950,2322,1052,(256) 878-6580,32,1,3,09,12,1
010000500879,EVANS ELEM SCH,901 W MCKINNEY AVE,ALBERTVILLE,AL,35950,1346,600,(256) 878-7698,32,1,2,05,06,1
010000500889,ALBERTVILLE ELEM SCH,1100 HORTON RD,ALBERTVILLE,AL,35950,2532,644,(256) 878-6611,32,1,1,03,04,1
010000501616,BIG SPRING LAKE KINDERG SCH,257 COUNTRY CLUB RD,ALBERTVILLE,AL,35951,,463,(256) 878-7922,32,1,1,KG,KG,1
010000502141,ALBERTVILLE EARLY LEARNING CTR,107 WEST MAIN STREET,ALBERTVILLE,AL,35950,,-2,(256) 891-7840,32,1,N,PK,PK,2
010000502150,ALBERTVILLE PRIMARY SCH,1100 HORTON ROAD,ALBERTVILLE,AL,35950,,817,(256) 878-6611,32,1,1,PK,02,3
010000600193,KATE DUNCAN SMITH DAR MIDDLE,6077 MAIN ST,GRANT,AL,35747,8333,391,(256) 728-5950,42,1,2,05,08,1
010000600872,ASBURY SCH,1990 ASBURY RD,ALBERTVILLE,AL,35950,,919,(256) 878-4068,42,1,4,KG,12,1
010000600876,CLAYSVILLE JR HIGH SCH,140 CLAYSVILLE SCHOOL RD,GUNTERSVILLE,AL,35976,8454,223,(256) 582-4444,42,1,1,PK,08,1
010000600877,DOUGLAS ELEM SCH,P O BOX 299,DOUGLAS,AL,35964,,470,(256) 593-4420,42,1,1,03,05,1
010000600878,DOUGLAS HIGH SCH,P O BOX 300,DOUGLAS,AL,35964,0300,526,(256) 593-2810,42,1,3,09,12,1
010000600880,GRASSY ELEM SCH,2233 SHOAL CREEK RD,ARAB,AL,35016,3510,385,(256) 753-2246,41,1,1,PK,05,1
010000600883,KATE D SMITH DAR HIGH SCH,6077 MAIN ST,GRANT,AL,35747,8333,485,(256) 728-4238,42,1,3,09,12,1
010000600887,UNION GROVE ELEM SCH,3685 UNION GROVE RD,UNION GROVE,AL,35175,8469,291,(256) 753-2532,42,1,1,PK,05,1
010000600986,MARSHALL ALT SCH,12312 US HIGHWAY 431 S,GUNTERSVILLE,AL,35976,,0,(256) 582-7554,32,4,4,03,12,1
010000600987,MARSHALL TECH SCH,12312 US HIGHWAY 431 S,GUNTERSVILLE,AL,35976,,0,(256) 582-5629,32,3,3,10,12,1
010000601413,ROBERT D SLOMAN PRIMARY,P O BOX 270,DOUGLAS,AL,35964,,459,(256) 593-4912,42,1,1,PK,02,1
010000601434,BRINDLEE MT MIDDLE SCH,1050 SCANT CITY ROAD,GUNTERSVILLE,AL,35976,6921,314,(256) 753-2820,42,1,2,06,08,1
010000601585,BRINDLEE MT HIGH SCH,994 SCANT CITY ROAD,GUNTERSVILLE,AL,35976,,396,(256) 753-2800,42,1,3,09,12,1
010000601685,KATE D SMITH DAR ELEM SCH,6077 MAIN ST,GRANT,AL,35747,8333,456,(256) 728-2226,42,1,1,KG,04,1
010000601812,DOUGLAS MIDDLE SCH,P O BOX 269,DOUGLAS,AL,35964,0269,462,(256) 593-1240,42,1,2,06,08,1
010000700091,TRACE CROSSINGS ELEM SCH,5454 LEARNING LANE,HOOVER,AL,35244,4529,662,(205) 439-2700,41,1,1,PK,05,1
010000700248,GREYSTONE ELEM SCH,300 VILLAGE ST,HOOVER,AL,35242,6447,662,(205) 439-3200,13,1,1,KG,05,1
010000700251,HOOVER HIGH SCH,1000 BUCCANEER DRIVE,HOOVER,AL,35244,4511,1816,(205) 439-1200,41,1,3,09,12,1
010000700337,BERRY MIDDLE SCH,4500 JAGUAR DR.,HOOVER,AL,35242,4698,1109,(205) 439-2000,13,1,2,06,08,1
010000700342,SOUTH SHADES CREST ELEM SCH,3770 SO SHADES CREST RD,HOOVER,AL,35244,4123,689,(205) 439-3000,13,1,1,KG,05,1
010000701422,ROBERT F BUMPUS MIDDLE SCH,1730 LAKE CYRUS CLUB DR,HOOVER,AL,35244,,1018,(205) 439-2200,41,1,2,06,08,1
010000701456,SPAIN PARK HIGH SCH,4700 JAGUAR DRIVE,HOOVER,AL,35242,,1481,(205) 439-1400,13,1,3,09,12,1
010000701483,DEER VALLEY ELEM SCH,4990 ROSS BRIDGE PARKWAY,HOOVER,AL,35226,,858,(205) 439-3300,13,1,1,KG,05,1
010000701738,BLUFF PK ELEM SCH,569 PARK AVENUE,HOOVER,AL,35226,1218,607,(205) 439-2800,13,1,1,KG,05,1
010000701739,GREEN VALLEY ELEM SCH,3200 OLD COLUMBIANA RD,HOOVER,AL,35226,3335,446,(205) 439-2500,13,1,1,KG,05,1
010000701740,GWIN ELEM SCH,1580 PATTON CHAPEL ROAD,HOOVER,AL,35226,2299,601,(205) 439-2600,13,1,1,KG,05,1
010000701741,IRA F SIMMONS MIDDLE SCH,1575 PATTON CHAPEL ROAD,HOOVER,AL,35226,2298,868,(205) 439-2100,13,1,2,06,08,1
010000701742,ROCKY RIDGE ELEM SCH,2876 OLD ROCKY RIDGE RD,HOOVER,AL,35243,2910,508,(205) 439-2900,13,1,1,KG,05,1
010000701743,SHADES MT ELEM SCH,2250 SUMPTER ST,HOOVER,AL,35226,3030,328,(205) 439-3100,13,1,1,KG,05,1
010000701825,HOOVER HIGH FRESHMAN CTR,100 FLEMMING PARKWAY,HOOVER,AL,35244,,636,(205) 439-1610,41,4,4,09,09,1
010000702091,RIVERCHASE ELEM SCH,1950 OLD MONTGOMERY HIGHWAY,HOOVER,AL,35244,,600,(205) 439-3400,13,1,1,KG,05,1
010000800303,HORIZON ELEM SCH,7855 OLD MADISON PIKE,MADISON,AL,35758,,588,(256) 464-3614,22,1,1,KG,06,1
010000800495,DISCOVERY MIDDLE SCH,1304 HUGHES RD,MADISON,AL,35758,,1000,(256) 837-3735,22,1,2,07,09,1
010000800831,BOB JONES HIGH SCH,650 HUGHES RD,MADISON,AL,35758,,2159,(256) 772-2547,22,1,3,10,12,1
010000800839,MADISON ELEM SCH,17 COLLEGE ST,MADISON,AL,35758,,520,(256) 772-9255,22,1,1,PK,06,1
010000800851,WEST MADISON ELEM SCH,4976 WALL TRIANA HWY,MADISON,AL,35758,,408,(256) 837-1189,22,1,1,PK,06,1
010000801423,HERITAGE ELEM SCH,11775 COUNTY LINE RD,MADISON,AL,35758,,648,(256) 772-2075,22,1,1,KG,06,1
010000801485,RAINBOW ELEM SCH,50 NANCE ROAD,MADISON,AL,35758,,743,(256) 824-8106,22,1,1,KG,06,1
010000801798,LIBERTY MIDDLE SCH,281 DOCK MURPHY DR,MADISON,AL,35758,,1138,(256) 430-0001,41,1,2,07,09,1
010000802097,COLUMBIA ELEM SCH,667 BALCH ROAD,MADISON,AL,35758,,757,(256) 430-2751,22,1,1,KG,06,1
010000802133,MILL CREEK ELEMENTARY SCHOOL,847 MILL ROAD,MADISON,AL,35758,,693,(334) 585-2012,22,1,1,KG,06,1
010000901403,ALABAMA SCHOOL FOR DEAF,P O DRAWER 698,TALLADEGA,AL,35160,2411,0,(256) 761-3214,42,2,4,KG,12,1
010000901404,ALABAMA SCHOOL FOR BLIND,P O BOX 455,TALLADEGA,AL,35160,,0,(256) 761-3259,32,2,4,KG,12,1
010000901405,HELEN KELLER SCHOOL,P O BOX 698,TALLADEGA,AL,35161,,0,(256) 761-3259,41,2,4,KG,12,1
010000901406,E H GENTRY TECHNICAL FACILITY,P O BOX 698,TALLADEGA,AL,35161,,0,(256) 761-3402,32,4,3,07,12,1
010001102094,LEEDS ELEM SCH,950 ASHVILLE ROAD,LEEDS,AL,35094,,743,(205) 699-4500,31,1,1,KG,05,1
010001102095,LEEDS MIDDLE SCH,1721 MOTON ST,LEEDS,AL,35904,,330,(205) 699-4505,31,1,2,06,08,1
010001102096,LEEDS HIGH SCH,8404 GREENWAVE DRIVE,LEEDS,AL,35094,,388,(205) 699-4510,31,1,3,09,12,1
010001200123,BOAZ MIDDLE SCH,140 NEWT PARKER DR,BOAZ,AL,35957,1263,499,(256) 593-0799,32,1,2,06,08,1
010001200874,BOAZ HIGH SCH,907 BROWN ST,BOAZ,AL,35957,1211,656,(256) 593-2401,32,1,3,09,12,1
010001200884,CORLEY ELEM SCH,505 MOUNT VERNON RD,BOAZ,AL,35957,3159,321,(256) 593-3254,32,1,1,02,03,1
010001201630,BOAZ INTERMEDIATE SCH,11 NEWT PARKER DRIVE,BOAZ,AL,35957,1276,388,(256) 593-9211,32,1,2,04,05,1
010001201781,BOAZ ELEM SCH,362 COLLIER ST,BOAZ,AL,35957,3135,439,(256) 593-3481,32,1,1,PK,01,1
010001300714,HEWITT-TRUSSVILLE MIDDLE SCH,301 PARKWAY DRIVE,TRUSSVILLE,AL,35173,,1045,(205) 228-3700,21,1,2,06,08,1
010001301498,PAINE INTERMEDIATE SCH,7600 GADSDEN HIGHWAY,TRUSSVILLE,AL,35173,,971,(205) 228-3300,41,1,1,03,05,1
010001301502,PAINE PRIMARY SCH,7500 GADSDEN HIGHWAY,TRUSSVILLE,AL,35173,,887,(205) 228-3200,41,1,1,KG,02,1
010001301682,HEWITT-TRUSSVILLE HIGH SCH,5275 TRUSSVILLE-CLAY ROAD,TRUSSVILLE,AL,35173,,1248,(205) 228-3500,41,1,3,09,12,1
010001502118,MONTGOMERY CO JAIL,115 S PERRY STREET,MONTGMOMERY,AL,36104,,-2,(256) 773-5400,12,4,N,N,N,1
010001502121,SAFETY NET CROSSINGS,1231 SUITE B PERRY HILL ROAD,MONTGMOMERY,AL,36109,,0,(334) 277-1334,12,2,4,06,12,1
010001502126,SAFETY NET VILLA,1231 SUITE B PERRY HILL ROAD,MONTGMOMERY,AL,36109,,0,(334) 277-1334,12,2,4,06,12,1
010001502131,PERRY VARNER BOOT CAMP,DALLAS COUNTY JAIL,SELMA,AL,36702,,-2,(256) 773-5400,33,4,N,N,N,1
010001601828,BRYCE ADOLESCENT SCH,200 UNIVERSITY,TUSCALOOSA,AL,35401,,0,(205) 759-0593,13,1,4,05,12,1
010001802104,ALABAMA SCHOOL OF FINE ARTS,1800 8TH AVE N,BIRMINGHAM,AL,35203,2203,0,(205) 252-9241,12,4,3,07,12,1
010001901830,UCP OF GREATER BIRMINGHAM,2430 11TH AVENUE NORTH,BIRMINGHAM,AL,35234,,-2,(205) 251-0165,12,2,N,N,N,1
010002001831,THE BOYD SCHOOL,P O BOX 124,GREEN POND,AL,35074,,-2,(205) 938-7663,42,4,N,N,N,1
010002801839,TRI-WILL/PORTA-CRAS SCHOOL,P O BOX 77,GREEN POND,AL,35074,,-2,(205) 938-7855,42,1,N,N,N,1
010003000001,ALEXANDER CITY MIDDLE SCH,359 STATE ST,ALEXANDER CITY,AL,35010,,516,(256) 234-8660,33,1,2,07,08,1
010003000003,BENJAMIN RUSSELL HIGH SCH,225 HEARD BLVD,ALEXANDER CITY,AL,35010,2702,1066,(256) 234-8611,33,1,3,09,12,1
010003000004,JIM PEARSON ELEM SCH,1240 SCOTT RD,ALEXANDER CITY,AL,35010,7607,759,(256) 234-8625,41,1,1,KG,02,1
010003000005,NATHANIEL H STEPHENS ELEM SCH,851 LAUREL ST,ALEXANDER CITY,AL,35010,1316,532,(256) 234-8631,33,1,1,03,04,1
010003000006,WILLIAM L RADNEY ELEM SCH,140 ALISON DR,ALEXANDER CITY,AL,35010,4408,522,(256) 234-8636,41,1,2,05,06,1
010003302119,LAKEVIEW DAY SCH PROG,150 GLENWOOD LANE,BIRMINGHAM,AL,35242,,-2,(205) 969-2880,41,2,N,N,N,1
010003302123,ALLEN COTT,150 GLENWOOD LANE,BIRMINGHAM,AL,35242,,-2,(205) 969-2880,41,2,N,N,N,1
010003302125,DANIEL HOUSE,150 GLENWOOD LANE,BIRMINGHAM,AL,35242,,-2,(205) 969-2880,41,2,N,N,N,1
010003302130,GLENWOOD WILDERNESS,150 GLENWOOD LANE,BIRMINGHAM,AL,35242,,-2,(205) 969-2880,41,2,N,N,N,1
010003501846,LEARNING TREE INC WEBB,P O BOX 908,JACKSONVILLE,AL,36243,,-2,(205) 447-9349,42,4,N,N,N,1
010003801849,PATHWAY INC,P O BOX 1540,ENTERPRISE,AL,36331,,-2,(334) 894-6322,42,4,N,N,N,1
010004001851,BRANTWOOD CHILDREN'S HOME,1309 UPPER WETUMPKA RD,MONTGOMERY,AL,36107,,-2,(334) 265-8871,12,2,N,N,N,1
010004101852,DEVELOPING ALABAMA YOUTH PROG,1299 HILLSBORO PARKWAY,HELENA,AL,35080,,-2,(205) 682-5300,21,2,N,N,N,1
010004401855,THE RUSHTON SCHOOL,5201 AIRPORT HIGHWAY,BIRMINGHAM,AL,35212,,0,(205) 510-2700,12,4,4,06,12,1
010004501856,WILMER HALL,3811 OLD SHELL ROAD,MOBILE,AL,36608,,-2,(256) 378-3821,12,4,N,N,N,1
010006000007,ANDALUSIA HIGH SCH,701 THIRD ST,ANDALUSIA,AL,36420,3318,448,(334) 222-7569,33,1,3,09,12,1
010006000008,ANDALUSIA MIDDLE SCH,1201 C C BAKER AVE,ANDALUSIA,AL,36421,,397,(334) 222-6542,33,1,2,06,08,1
010006001467,ANDALUSIA ELEM SCH,1501 WEST BYPASS,ANDALUSIA,AL,36420,,873,(334) 222-1224,33,1,1,KG,05,1
010009000011,ANNISTON HIGH SCH,1301 WOODSTOCK AVE,ANNISTON,AL,36207,4729,597,(256) 231-5010,13,1,3,09,12,1
010009000015,CONSTANTINE ELEM SCH,1200 JOHNSON AVE,ANNISTON,AL,36201,6538,176,(256) 231-5040,13,1,1,PK,05,1
010009000017,GOLDEN SPRINGS ELEM SCH,100 FEARY DR,ANNISTON,AL,36207,7084,228,(256) 231-5050,13,1,1,PK,05,1
010009000020,RANDOLPH PK ELEM SCH,2200 W 17TH ST,ANNISTON,AL,36201,3421,280,(256) 231-5080,13,1,1,KG,05,1
010009000021,TENTH STREET ELEM SCH,1525 E 10TH ST,ANNISTON,AL,36207,4164,308,(256) 231-5090,13,1,1,KG,05,1
010009001246,ANNISTON CITY BOOT CAMP SCH,4804 MCCLELLAN BLVD,ANNISTON,AL,36206,1863,0,(256) 231-5068,13,4,3,07,12,1
010009001249,GOALS ALT SCH,P O BOX 1500,ANNISTON,AL,36207,,0,(256) 231-5068,13,4,4,KG,12,1
010009001725,ANNISTON MIDDLE SCH,4800 MCCLELLAN BLVD,ANNISTON,AL,36206,,515,(256) 231-5020,13,1,2,06,08,1
010009001782,COBB ELEM SCH,1325 COBB AVE,ANNISTON,AL,36201,4473,198,(256) 231-5030,13,1,1,KG,05,1
010010000022,ARAB ELEM SCH,241 8TH AVE NE,ARAB,AL,35016,1006,546,(256) 586-6085,41,1,1,03,05,1
010010000025,ARAB PRIMARY SCH,121 MIMOSA ST NE,ARAB,AL,35016,1047,543,(256) 586-6005,41,1,1,PK,02,1
010010000027,ARAB JR HIGH SCH,911 OLD CULLMAN RD,ARAB,AL,35016,1702,646,(256) 586-6074,41,1,2,06,08,1
010010000028,ARAB HIGH SCH,511 ARABIAN DR NE,ARAB,AL,35016,1160,739,(256) 586-6026,32,1,3,09,12,1
010012000522,ATHENS INTERMEDIATE SCH,1916 US HWY 72 W.,ATHENS,AL,35611,3505,482,(256) 230-2880,32,1,2,05,06,1
010012001471,ATHENS ELEM SCH,515 N MADISON ST,ATHENS,AL,35611,1749,357,(256) 233-6609,32,1,1,KG,04,1
010012001472,ATHENS HIGH SCH,P O BOX 109,ATHENS,AL,35612,0109,879,(256) 233-6613,41,1,3,09,12,1
010012001473,ATHENS MIDDLE SCH,601 S CLINTON ST,ATHENS,AL,35611,3505,474,(256) 233-6620,32,1,2,07,08,1
010012001474,JAMES L COWART ELEM SCH,1701 W HOBBS ST,ATHENS,AL,35611,4699,273,(256) 233-6627,32,1,1,KG,04,1
010012001475,JULIAN NEWMAN ELEM SCH,517 JULIAN NEWMAN DR,ATHENS,AL,35611,2713,369,(256) 233-6630,32,1,1,KG,04,1
010012001758,BROOKHILL ELEM SCH,320 BROOKHILL DR,ATHENS,AL,35611,4490,288,(256) 233-6603,32,1,1,KG,04,1
010017302106,COMPASS ACADEMY,101 PERRYMAN STREET,EVERGREEN,AL,36401,,-2,(334) 242-9700,43,4,N,N,N,1
010017402124,ETOWAH ACADEMY,715 RALEY STREET,EAST GADSDEN,AL,35903,,-2,(256) 494-9356,13,2,N,N,N,1
010017502112,POINTE ACADEMY,414 STANTON ROAD,MOBILE,AL,36617,,-2,(334) 470-1798,12,4,N,N,N,1
010017602108,CHILDERSBURG BOOT CAMP,P.O. BOX 368,CHILDERSBURG,AL,35044,,-2,(256) 378-3821,42,4,N,N,N,1
010017602109,DRAPER CORRECTIONAL FACILITY,P.O. BOX 1107,ELMORE,AL,36025,,-2,(334) 567-2221,31,4,N,N,N,1
010017602110,TUTWILER PRISON,8966 US HWY 231 N,WETUMPKA,AL,36092,,-2,(334) 567-4369,31,4,N,N,N,1
010017602111,W E DONALDSON,100 WARRIOR LANE,BESSEMER,AL,35023,,-2,(205) 436-3681,42,4,N,N,N,1
010017802113,HIGDON HILL SCHOOL,6869 5TH AVE S,BIRMINGHAM,AL,35212,,-2,(334) 242-9700,12,1,N,N,N,1
010017902107,"THE BRIDGE, INC MOBILE",P.O. BOX 368,MOBILE,AL,36608,,-2,(334) 242-9700,41,4,N,N,N,1
010018000032,CURTISTON PRIMARY SCH,300 CULLMAN AVE,ATTALLA,AL,35954,,256,(256) 538-7266,41,1,1,PK,02,1
010018000033,ETOWAH HIGH SCH,201 CASE AVE,ATTALLA,AL,35954,3422,680,(256) 538-8381,23,1,3,09,12,1
010018000034,ETOWAH MIDDLE SCH,429 S 4TH ST,ATTALLA,AL,35954,2699,439,(256) 538-3236,41,1,2,06,08,1
010018000035,STOWERS HILL INTERMEDIATE SCH,404 9TH AVE W,ATTALLA,AL,35954,2558,275,(256) 538-9261,23,1,1,03,05,1
010018102116,COMPASS SCHOOL,100 MARTIN LUTHER KING AVENUE,ATMORE,AL,36502,,-2,(334) 242-9700,32,4,N,N,N,1
010018302114,ALABAMA CLINICAL SCHOOL,1221 ALTON DRIVE,BIRMINGHAM,AL,35210,,-2,(334) 242-9700,12,4,N,N,N,1
010018402115,EXCEL INSTITUTE,1147 WALNUT ST,GADSDEN,AL,35901,,-2,(334) 242-9700,13,4,N,N,N,1
010018500893,SARALAND MIDDLE/NELSON ADAMS,401 BALDWIN ST,SARALAND,AL,36571,,538,(251) 679-9405,21,1,2,06,08,1
010018500952,SARALAND ELEM SCH,229 MCKEOUGH AVE,SARALAND,AL,36571,,916,(251) 679-5739,21,1,1,KG,05,1
010018502137,SARALAND HIGH SCH,1115 INDUSTRIAL PARKWAY,SARALAND,AL,36571,,302,(251) 679-9405,21,1,3,09,12,3
010021000036,AUBURN HIGH SCH,405 S DEAN RD,AUBURN,AL,36830,6201,1309,(334) 887-4970,13,1,3,10,12,1
010021000037,AUBURN JR HIGH SCH,332 SAMFORD AVE,AUBURN,AL,36830,7420,913,(334) 887-1960,13,1,4,08,09,1
010021000039,CARY WOODS ELEM SCH,715 SANDERS ST,AUBURN,AL,36830,3035,379,(334) 887-4940,13,1,1,01,05,1
010021000040,DEAN ROAD ELEM SCH,335 DEAN RD,AUBURN,AL,36830,,428,(334) 887-4900,13,1,1,01,05,1
010021000041,DRAKE MIDDLE SCH,655 SPENCER AVE,AUBURN,AL,36830,2929,985,(334) 887-1940,13,1,2,06,07,1
010021000042,WRIGHTS MILL ROAD ELEM SCH,807 WRIGHTS MILL RD,AUBURN,AL,36830,6801,432,(334) 887-1990,13,1,1,01,05,1
010021000053,AUBURN EARLY ED CTR,721 E UNIVERSITY DR,AUBURN,AL,36830,6060,564,(334) 887-4950,13,1,1,KG,KG,1
010021001254,OGLETREE SCH,737 OGLETREE RD,AUBURN,AL,36830,,467,(334) 887-4920,41,1,1,01,05,1
010021001259,MARGARET YARBROUGH SCH,1555 N DONAHUE DR,AUBURN,AL,36830,,460,(334) 887-1970,41,1,1,01,05,1
010021001263,AUBURN FARM CTR,405 S DEAN RD,AUBURN,AL,36830,,0,(334) 887-2110,13,3,4,05,12,1
010021001879,RICHLAND ELEMENTARY SCHOOL,P.O. BOX 3270,AUBURN,AL,36831,,310,(334) 887-1980,41,1,1,01,05,1
010024000045,BILLINGSLEY HIGH SCH,P O BOX 118,BILLINGSLEY,AL,36006,0118,658,(205) 755-1629,42,1,4,KG,12,1
010024000046,MARBURY SCH,P O DRAWER A,MARBURY,AL,36051,,442,(205) 755-2118,42,1,3,09,12,1
010024000047,PRATTVILLE ELEM SCH,134 PATRICK ST,PRATTVILLE,AL,36067,4420,624,(334) 361-3885,31,1,1,03,04,1
010024000048,PRATTVILLE HIGH SCH,1315 UPPER KINGSTON RD,PRATTVILLE,AL,36067,4420,2306,(334) 365-8804,41,1,3,09,12,1
010024000049,PRATTVILLE JR HIGH SCH,1089 N CHESTNUT,PRATTVILLE,AL,36067,6299,1064,(334) 365-6697,31,1,2,07,08,1
010024000050,PRATTVILLE INTERMEDIATE SCH,1020 HONEYSUCKLE DR,PRATTVILLE,AL,36067,6209,695,(334) 361-3880,31,1,2,05,06,1
010024000051,PRATTVILLE PRIMARY SCH,216 WETUMPKA ST,PRATTVILLE,AL,36067,3124,689,(334) 365-6277,31,1,1,01,02,1
010024000543,PINE LEVEL ELEM SCH,2040 HIGHWAY 31 N,DEATSVILLE,AL,36022,,1102,(334) 358-2658,42,1,1,KG,05,1
010024000546,DANIEL PRATT ELEM SCH,420 HARVEST LOOP,PRATTVILLE,AL,36066,,1299,(334) 361-6400,31,1,1,01,06,1
010024000587,AUTAUGA CO ALT SCH,153 W 4TH ST,PRATTVILLE,AL,36067,,0,(334) 361-3833,31,4,4,03,12,1
010024000590,AUTAUGA CO TECH CTR,1301 UPPER KINGSTON RD,PRATTVILLE,AL,36067,,0,(334) 361-0258,41,3,3,09,12,1
010024001408,AUTAUGAVILLE SCH,P O BOX 99,AUTAUGAVILLE,AL,36003,,361,(334) 365-8329,42,1,4,KG,12,1
010024001550,LOUISE M SMITH DEV CTR,154 BETH MANOR DRIVE,PRATTVILLE,AL,36066,,0,(334) 365-2554,31,2,3,12,12,1
010024001639,PRATTVILLE KINDERG SCH,338 1ST ST,PRATTVILLE,AL,36067,3902,530,(334) 361-3890,31,1,1,KG,KG,1
010024002159,MARBURY MIDDLE SCH,P O DRAWER,MARBURY,AL,36051,,306,(205) 755-2118,42,1,2,07,08,3
010027000012,BAY MINETTE INTERMEDIATE SCH,600 BLACKBURN AVENUE,BAY MINETTE,AL,36507,3768,419,(251) 580-0678,32,1,2,04,06,1
010027000013,DAPHNE MIDDLE SCH,ONE JODY DAVIS CIR,DAPHNE,AL,36526,6109,561,(251) 626-2845,41,1,2,07,08,1
010027000023,GULF SHORES MIDDLE SCH,450 E 15TH AVE,GULF SHORES,AL,36542,3500,392,(251) 968-8719,41,1,2,07,08,1
010027000024,ROBERTSDALE HIGH SCH,P O BOX 69,ROBERTSDALE,AL,36567,0069,1248,(251) 947-4154,32,1,3,09,12,1
010027000056,W J CARROLL INTERMEDIATE SCH,1000 MAIN ST,DAPHNE,AL,36526,4415,431,(251) 626-0277,32,1,2,04,06,1
010027000057,ELBERTA MIDDLE SCH,13355 MAIN ST,ELBERTA,AL,36530,2140,603,(251) 986-8127,41,1,2,04,08,1
010027000058,ELSANOR SCH,23440 US HIGHWAY 90,ROBERTSDALE,AL,36567,2504,285,(251) 947-5401,41,1,1,PK,06,1
010027000059,FAIRHOPE MIDDLE SCH,408 N SECTION,FAIRHOPE,AL,36532,2633,968,(251) 928-2573,32,1,2,06,08,1
010027000060,FOLEY MIDDLE SCH,201 N PINE ST,FOLEY,AL,36535,2004,583,(251) 943-1255,32,1,2,07,08,1
010027000062,PERDIDO ELEM SCH,P O BOX 28,PERDIDO,AL,36562,0028,507,(251) 937-8456,42,1,1,PK,08,1
010027000065,ROSINTON SCH,19757 COUNTY ROAD 64,ROBERTSDALE,AL,36567,3336,307,(251) 964-5210,42,1,1,PK,06,1
